;ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_TIENEETNIA;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_CODIGO_ICFES;COLE_COD_DANE_ESTABLECIMIENTO;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_COD_DANE_SEDE;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_COD_MCPIO_UBICACION;COLE_MCPIO_UBICACION;COLE_COD_DEPTO_UBICACION;COLE_DEPTO_UBICACION;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;PUNT_LECTURA_CRITICA;PERCENTIL_LECTURA_CRITICA;DESEMP_LECTURA_CRITICA;PUNT_MATEMATICAS;PERCENTIL_MATEMATICAS;DESEMP_MATEMATICAS;PUNT_C_NATURALES;PERCENTIL_C_NATURALES;DESEMP_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PERCENTIL_SOCIALES_CIUDADANAS;DESEMP_SOCIALES_CIUDADANAS;PUNT_INGLES;PERCENTIL_INGLES;DESEMP_INGLES;PUNT_GLOBAL;PERCENTIL_ESPECIAL_GLOBAL;PERCENTIL_GLOBAL;ESTU_ESTADOINVESTIGACION
10997;TI;COLOMBIA;M;28/01/2003;20211;SB11202110064065;ESTUDIANTE;COLOMBIA;;NORTE  SANTANDER;54.0;CÚCUTA;54001.0;Estrato  1;9  o  más;Cinco;Ninguno;Primaria  incompleta;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;Si;Si;Si;Si;Si;Si;0  A  10  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Igual;30  minutos  o  menos;Entre  1  y  3  horas;Entre  11  y  20  horas;Si,  en  efectivo;119511;354001011246;INST  EDUC  TEC  SISTEMATIZADO  INTESIS;MIXTO;NO  OFICIAL;A;N;ACADÉMICO;354001011246;INST  EDUC  TEC  SISTEMATIZADO  INTESIS;S;URBANO;SABATINA;54001;CÚCUTA;54;NORTE  SANTANDER;N;54001;CÚCUTA;NORTE  SANTANDER;54;48;12;2;40;7;2;46;16;2;41;13;2;37.0;5.0;A-;216;;10.0;PUBLICAR
277;CC;COLOMBIA;F;13/06/1982;20211;SB11202110063600;ESTUDIANTE;COLOMBIA;No;CALDAS;17.0;LA  DORADA;17380.0;;3  a  4;Dos;;;No  aplica;Trabaja  en  el  hogar,  no  trabaja  o  estudia;;No;No;No;;No;No;No;;;;;Peor;;;Menos  de  10  horas;No;165597;217380000244;INSTITUCION  EDUCATIVA  PURNIO;MIXTO;OFICIAL;A;N;ACADÉMICO;217380000244;INSTITUCION  EDUCATIVA  PURNIO  -  SEDE  PRINCIPAL;S;RURAL;NOCHE;17380;LA  DORADA;17;CALDAS;N;17380;LA  DORADA;CALDAS;17;45;9;2;28;1;1;42;11;2;46;19;2;30.0;2.0;A-;197;;6.0;PUBLICAR
14427;TI;COLOMBIA;M;13/04/2003;20211;SB11202110006604;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CAICEDONIA;76122.0;Estrato  3;3  a  4;Cuatro;Secundaria  (Bachillerato)  completa;Secundaria  (Bachillerato)  completa;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;Si;Si;Si;Si;Si;No;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Mejor;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;112235;376001022580;LICEO  NUESTRA  SEÑORA  DE  LOURDES;MIXTO;NO  OFICIAL;B;N;TÉCNICO/ACADÉMICO;376001022580;LICEO  NUESTRA  SEÑORA  DE  LOURDES;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;50;16;2;52;23;3;58;47;3;47;20;2;55.0;24.0;A1;260;;24.0;PUBLICAR
3594;CC;COLOMBIA;F;01/08/2002;20211;SB11202110010394;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  5;1  a  2;Dos;Postgrado;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Peor;30  minutos  o  menos;Más  de  3  horas;0;No;55988;311769003342;COL  LOS  NOGALES;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;311769003342;COL  LOS  NOGALES;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;68;73;4;75;87;4;65;73;3;68;75;3;81.0;73.0;B+;350;;78.0;PUBLICAR
9314;TI;COLOMBIA;F;14/01/2001;20211;SB11202110010120;ESTUDIANTE;COLOMBIA;No;ANTIOQUIA;5.0;MEDELLÍN;5001.0;Estrato  5;3  a  4;Tres;Postgrado;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;30  minutos  o  menos;Más  de  3  horas;0;No;142661;405607000476;COLEGIO  GIMNASIO  VERMONT;MIXTO;NO  OFICIAL;B;;ACADÉMICO;405607000476;COLEGIO  GIMNASIO  VERMONT                                                                                                                                                        ;S;RURAL;COMPLETA;5607;RETIRO;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;70;80;4;74;85;4;63;66;3;69;80;3;100.0;100.0;B+;357;;83.0;PUBLICAR
10252;TI;COLOMBIA;F;22/12/2003;20211;SB11202110001975;ESTUDIANTE;COLOMBIA;No;NARIÑO;52.0;PASTO;52001.0;Estrato  3;3  a  4;Cuatro;Postgrado;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;30  minutos  o  menos;Entre  30  y  60  minutos;0;No;11288;352001000903;COL  SAN  FRANCISCO  JAVIER;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;352001000903;COL  SAN  FRANCISCO  JAVIER;S;URBANO;COMPLETA;52001;PASTO;52;NARIÑO;N;52001;PASTO;NARIÑO;52;61;42;3;64;55;3;60;55;3;57;43;3;70.0;48.0;B1;306;;48.0;PUBLICAR
10948;TI;COLOMBIA;F;26/11/2004;20211;SB11202110006234;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  4;5  a  6;Seis  o  mas;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;1  o  2  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Entre  1  y  2  horas;Más  de  3  horas;Entre  21  y  30  horas;Si,  en  efectivo;17327;376001015923;COLEGIO  SAN  JOSÉ;FEMENINO;NO  OFICIAL;B;N;TÉCNICO;376001015923;COLEGIO  SAN  JOSÉ  ;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;65;57;3;59;41;3;51;27;2;53;33;2;58.0;30.0;A2;285;;36.0;PUBLICAR
5838;TI;COLOMBIA;M;08/01/2004;20211;SB11202110029169;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;3  a  4;Uno;Postgrado;Educación  profesional  completa;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);No;No;No;Si;Si;No;No;No;11  A  25  LIBROS;3  a  5  veces  por  semana;1  o  2  veces  por  semana;Todos  o  casi  todos  los  días;Igual;Más  de  2  horas;Entre  30  y  60  minutos;0;No;70094;376001000900;COL  PARROQ  SAN  JUAN  BAUTISTA;MIXTO;NO  OFICIAL;B;N;TÉCNICO;376001000900;COL  PARROQ  SAN  JUAN  BAUTISTA;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;71;82;4;48;16;2;60;55;3;58;46;3;80.0;70.0;B+;304;;47.0;PUBLICAR
9562;TI;COLOMBIA;M;26/09/2003;20211;SB11202110003114;ESTUDIANTE;COLOMBIA;No;ATLANTICO;8.0;BARRANQUILLA;8001.0;Estrato  2;5  a  6;Cuatro;No  sabe;Educación  profesional  completa;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Si;Si;Si;Si;Si;Si;Si;Si;0  A  10  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;179358;308573074909;COLEGIO  SAN  JOSÉ;MIXTO;NO  OFICIAL;B;;ACADÉMICO;308573074909;COLEGIO  SAN  JOSÉ  -  SEDE  PRINCIPAL;S;URBANO;COMPLETA;8573;PUERTO  COLOMBIA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;65;59;3;61;47;3;56;41;3;57;43;3;73.0;53.0;B1;304;;47.0;PUBLICAR
783;TI;COLOMBIA;M;09/03/2003;20211;SB11202110028982;ESTUDIANTE;COLOMBIA;No;ATLANTICO;8.0;BARRANQUILLA;8001.0;Estrato  6;7  a  8;Cuatro;Educación  profesional  completa;Educación  profesional  completa;No  aplica;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Si;Si;Si;Si;Si;Si;No;Si;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;Entre  11  y  20  horas;Si,  en  efectivo;96131;308573000026;INSTITUTO  PARA  EL  DESARROLLO  DEL  POTENCIAL  HUMANO;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;308573000026;INSTITUTO  PARA  EL  DESARROLLO  DEL  POTENCIAL  HUMANO;S;URBANO;COMPLETA;8573;PUERTO  COLOMBIA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;60;41;3;66;63;3;59;52;3;68;75;3;57.0;28.0;A1;314;;54.0;PUBLICAR
4430;TI;COLOMBIA;M;23/06/2003;20211;SB11202110000641;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  6;3  a  4;Cuatro;Postgrado;Postgrado;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Peor;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;24299;311001019568;LIC  FRANCES  LOUIS  PASTEUR;MIXTO;NO  OFICIAL;B;S;TÉCNICO/ACADÉMICO;311001019568;LIC  FRANCES  LOUIS  PASTEUR;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;72;87;4;80;96;4;82;100;4;74;92;4;80.0;70.0;B+;386;;96.0;PUBLICAR
2824;TI;COLOMBIA;F;02/02/2004;20211;SB11202110022579;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  4;3  a  4;Tres;Primaria  incompleta;Educación  profesional  completa;Es  agricultor,  pesquero  o  jornalero;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;Entre  1  y  2  horas;Más  de  3  horas;0;No;21485;311001002347;COLEGIO  BILINGUE    JOSE  MAX  LEON                                                                                      ;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;311001002347;COL  JOSE  MAX  LEON;S;RURAL;COMPLETA;25214;COTA;25;CUNDINAMARCA;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;69;75;4;73;83;4;69;85;3;68;76;3;100.0;100.0;B+;360;;85.0;PUBLICAR
3838;TI;COLOMBIA;F;19/02/2003;20211;SB11202110012432;ESTUDIANTE;COLOMBIA;No;CAUCA;19.0;POPAYÁN;19001.0;Estrato  2;5  a  6;Seis  o  mas;No  Aplica;Técnica  o  tecnológica  completa;No  aplica;Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;No;Si;No;0  A  10  LIBROS;Nunca  o  rara  vez  comemos  eso;1  o  2  veces  por  semana;3  a  5  veces  por  semana;Igual;Entre  1  y  2  horas;Entre  1  y  3  horas;0;No;31369;319001000451;INSTITUTO  MELVIN  JONES;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;319001000451;INSTITUTO  MELVIN  JONES;S;URBANO;MAÑANA;19001;POPAYÁN;19;CAUCA;N;19001;POPAYÁN;CAUCA;19;51;18;3;49;18;2;39;7;1;41;12;2;52.0;19.0;A1;228;;13.0;PUBLICAR
8633;TI;COLOMBIA;M;08/04/2003;20211;SB11202110011514;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  3;5  a  6;Cuatro;Secundaria  (Bachillerato)  completa;Secundaria  (Bachillerato)  completa;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;Entre  30  y  60  minutos;Más  de  3  horas;Menos  de  10  horas;Si,  en  efectivo;169466;311001107271;GIMNASIO  YACARD;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;311001107271;GIMNASIO  YACARD  -  SEDE  PRINCIPAL;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;77;96;4;75;87;4;67;79;3;69;79;3;84.0;83.0;B+;365;;88.0;PUBLICAR
507;CC;COLOMBIA;F;28/04/1986;20211;SB11202110029646;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  1;3  a  4;Dos;Secundaria  (Bachillerato)  incompleta;Primaria  completa;Es  vendedor  o  trabaja  en  atención  al  público;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Si;No;Si;No;No;No;No;No;11  A  25  LIBROS;1  o  2  veces  por  semana;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Mejor;Entre  30  y  60  minutos;30  minutos  o  menos;Más  de  30  horas;Si,  en  efectivo;749713;376001039016;INSTITUTO    COLOMBIA;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001039016;INSTITUTO    COLOMBIA;S;URBANO;SABATINA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;55;25;3;42;9;2;38;6;1;49;24;2;33.0;3.0;A-;225;;12.0;PUBLICAR
5408;TI;COLOMBIA;F;20/01/0003;20211;SB11202110003755;ESTUDIANTE;COLOMBIA;No;SANTANDER;68.0;FLORIDABLANCA;68276.0;Estrato  5;3  a  4;Tres;Educación  profesional  completa;Postgrado;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;No;MÁS  DE  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Entre  1  y  2  horas;Más  de  3  horas;0;Si,  en  efectivo;26393;368276000478;COL  PANAMERICANO;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;368276000478;COL  PANAMERICANO;S;URBANO;COMPLETA;68276;FLORIDABLANCA;68;SANTANDER;N;68001;BUCARAMANGA;SANTANDER;68;73;88;4;76;88;4;67;77;3;67;72;3;87.0;93.0;B+;360;;85.0;PUBLICAR
5549;CC;COLOMBIA;M;26/06/2002;20211;SB11202110009227;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  6;3  a  4;Tres;Postgrado;Educación  profesional  completa;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Mejor;Entre  1  y  2  horas;Más  de  3  horas;0;No;19364;311848001011;COLEGIO  ANGLO  COLOMBIANO;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;311848001011;COL  ANGLO  COLOMBIANO                                                                                                                                                                ;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;69;75;4;73;83;4;80;100;4;81;99;4;84.0;84.0;B+;382;;95.0;PUBLICAR
13428;TI;COLOMBIA;F;13/01/2003;20211;SB11202110002440;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  6;3  a  4;Tres;Postgrado;Postgrado;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;No;26  A  100  LIBROS;3  a  5  veces  por  semana;1  o  2  veces  por  semana;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;Entre  30  y  60  minutos;0;No;16741;376001001221;COL  BOLIVAR;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;376001001221;COL  BOLIVAR;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;65;59;3;69;72;3;60;55;3;67;74;3;84.0;84.0;B+;333;;67.0;PUBLICAR
4810;TI;COLOMBIA;F;08/12/2004;20211;SB11202110011465;ESTUDIANTE;COLOMBIA;No;CUNDINAMARCA;25.0;CAJICÁ;25126.0;Estrato  3;3  a  4;Tres;No  sabe;No  sabe;No  sabe;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;No;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Más  de  2  horas;Entre  30  y  60  minutos;0;No;62208;311001047294;COLEGIO  MAYOR  DE  LOS  ANDES                                                                            ;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;311001047294;COLEGIO  MAYOR  DE  LOS  ANDES  ;S;RURAL;COMPLETA;25126;CAJICÁ;25;CUNDINAMARCA;N;25899;ZIPAQUIRÁ;CUNDINAMARCA;25;74;92;4;71;75;4;65;71;3;66;71;3;84.0;83.0;B+;351;;79.0;PUBLICAR
7783;TI;COLOMBIA;M;09/03/0003;20211;SB11202110000941;ESTUDIANTE;COLOMBIA;No;ANTIOQUIA;5.0;ENVIGADO;5266.0;Estrato  6;5  a  6;Tres;Educación  profesional  completa;Educación  profesional  completa;No  sabe;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;2451;305631000121;ASPAEN  -  GIMNASIO  LOS  ALCAZARES;MASCULINO;NO  OFICIAL;B;N;;305631000121;ASPAEN  -  GIMNASIO  LOS  ALCAZARES;S;URBANO;COMPLETA;5631;SABANETA;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;69;77;4;61;45;3;61;56;3;69;78;3;78.0;63.0;B1;330;;65.0;PUBLICAR
2741;TI;COLOMBIA;F;28/06/2003;20211;SB11202110002412;ESTUDIANTE;COLOMBIA;No;MAGDALENA;47.0;SANTA  MARTA;47001.0;Estrato  6;3  a  4;Cuatro;Postgrado;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;Entre  30  y  60  minutos;Más  de  3  horas;0;No;53363;447001004284;COLEGIO  BILINGUE    SANTA  MARTA;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;447001004284;COL.  BILINGUE  SANTA  MARTA;S;URBANO;COMPLETA;47001;SANTA  MARTA;47;MAGDALENA;N;47001;SANTA  MARTA;MAGDALENA;47;64;56;3;57;35;3;57;44;3;60;50;3;81.0;75.0;B+;306;;48.0;PUBLICAR
13928;TI;COLOMBIA;F;11/06/2004;20211;SB11202110008666;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  5;3  a  4;Tres;Educación  profesional  incompleta;Educación  profesional  completa;Es  vendedor  o  trabaja  en  atención  al  público;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;Igual;No  leo  por  entretenimiento;Entre  1  y  3  horas;0;No;20503;425175032208;COLEGIO  INTERNACIONAL  SEK  COLOMBIA  -  TRINIDAD  DEL  MONTE  ;FEMENINO;NO  OFICIAL;B;S;ACADÉMICO;425175032208;COLEGIO  INTERNACIONAL  SEK  COLOMBIA  -  TRINIDAD  DEL    MONTE;S;RURAL;COMPLETA;25175;CHÍA;25;CUNDINAMARCA;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;75;92;4;76;90;4;68;82;3;68;75;3;88.0;94.0;B+;365;;88.0;PUBLICAR
11645;TI;COLOMBIA;F;06/12/2003;20211;SB11202110027682;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  4;3  a  4;Tres;Postgrado;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;No;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;21899;311001010820;COL  SAN  BARTOLOME  LA  MERCED;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;311001010820;COL  SAN  BARTOLOME  LA  MERCED;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;72;86;4;76;89;4;71;88;4;74;90;4;87.0;92.0;B+;372;;91.0;PUBLICAR
422;TI;COLOMBIA;M;27/02/2003;20211;SB11202110064239;ESTUDIANTE;COLOMBIA;;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  3;3  a  4;Dos;Educación  profesional  completa;Educación  profesional  completa;Pensionado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;0  A  10  LIBROS;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;Mejor;30  minutos  o  menos;Más  de  3  horas;0;No;729947;317001800128;LICEO  SAN  MARCOS;MIXTO;NO  OFICIAL;A;;;317001800128;LICEO  SAN  MARCOS  -  SEDE  PRINCIPAL;S;URBANO;COMPLETA;17001;MANIZALES;17;CALDAS;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;57;30;3;36;4;2;54;34;2;67;72;3;58.0;29.0;A2;269;;28.0;PUBLICAR
10027;TI;COLOMBIA;F;10/02/2003;20211;SB11202110004091;ESTUDIANTE;COLOMBIA;No;BOLIVAR;13.0;CARTAGENA  DE  INDIAS;13001.0;Estrato  6;3  a  4;Cuatro;Educación  profesional  completa;Postgrado;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Mejor;30  minutos  o  menos;Más  de  3  horas;0;No;4234;313001003931;COLEGIO  JORGE  WASHINGTON;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;313001003931;COLEGIO  JORGE  WASHINGTON  -  SEDE  PRINCIPAL;S;URBANO;COMPLETA;13001;CARTAGENA  DE  INDIAS;13;BOLIVAR;N;13001;CARTAGENA  DE  INDIAS;BOLIVAR;13;74;92;4;75;88;4;68;82;3;78;97;4;88.0;94.0;B+;374;;92.0;PUBLICAR
